자료명,저자,출판사,출판년도,소장처
승정원일기. 14: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 13: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 12: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 11: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 10: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 9: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 8: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 7: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 6: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 5: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 4: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 2: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 1: 고종,민족문화추진회 [편],민족문화추진회,1994,자료실
승정원일기. 7: 순종(색인),세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
승정원일기. 6: 순종,세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
승정원일기. 5: 순종,세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
승정원일기. 4: 순종,세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
승정원일기. 3: 순종,세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
승정원일기. 2: 순종,세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
승정원일기. 1: 순종,세종대왕기념사업회 [편],세종대왕기념사업회,1994,자료실
명화로 보는 사건,문국진,해바라기,2004,자료실
우주 창생 신화의 수수께끼,김진영,대원,1999,자료실
(성서로 본)창조의 비밀과 외계문명,한승연,대원,2002,2층 자료실
사진예술개론,한정식,悅話堂,1988,자료실
사람을 알 수 있는 9가지 방법,R. 배론 ; L. 와겔리 [공]지음 ; 최연실 [옮김],청림,1997,2층 자료실
생각의 바퀴를 굴리지 않으면 뒤로 밀린다,새뮤얼 스마일스 [지음] ; 이민규 [엮음],책이 있는 마을,1999,자료실
기상학 입문,이이다무쓰지로 [지음] ; 임승원 [옮김],전파과학사,1996,자료실
위대한 얼굴 : 국내 최초 한 중 일 초상화 대전,아주문물학회 [기획],아주문물학회,2003,자료실
(이원복 교수의)현대문명진단. 2,이원복,조선일보사,1994,2층 자료실
(이원복교수의)현대문명진단. 1,이원복,조선일보사,1993,2층 자료실
민비암살(角田房子 著)비판,나홍주,미래문화사,1990,자료실
시를 어떻게 쓸 것인가,강우식,문학아카데미,1995,자료실
유전자들의 전쟁,이병훈,민음사,1994,2층 자료실
최열 아저씨의 우리 환경 이야기. 2: 공기와 쓰레기 이야기,최열 [지음] ; 일러스트 뱅크 [그림],청년사,1994,2층 자료실
시민계급과 시민사회,노명식 외[지음],한울아카데미,1993,2층 자료실
참회록,어거스틴 [지음] ; 최정선 [옮김],지성문화사,1992,2층 자료실
붕어빵에는 붕어가 없다. 2,박양호,행림출판,1993,2층 자료실
치명적 사랑,루이자 메이 올콧 [지음] ; 김영무 [옮김],민음사,1995,2층 자료실
붕어빵에는 붕어가 없다 1,박양호,행림출판,1993,2층 자료실
이제 나를 기억해 다오,라빈드라나드 타고르 [지음] ; 유영 [옮김],고려원,1991,자료실
새로 보는 가족관계학,웨슬리 버어 외[지음] ; 최연실 외[옮김],하우,1995,2층 자료실
(이야기)주역. 하,박영길,명문당,1991,2층 자료실
(이야기)주역. 상,박영길,명문당,1991,2층 자료실
(재미있는)중용,서근석,풀잎,1993,2층 자료실
아흔아홉계단,이성호,인문당,1994,자료실
너무도 쓸쓸한 당신,박완서,창작과비평사,1999,자료실
고구려의 발자취를 찾아,연강재단 [편],연강재단,1998,자료실
데미안,헤르만 헤세 [지음] ; 강두식 [옮김],어문각,1987,자료실
고흐가 왜 귀를 잘랐는지 아는가,무라카미 류 [지음] ; 권남희 [옮김],창공사,1997,자료실
(생각하는 꽁트)사는게 뭔지,이호광,大學出版社,1991,2층 자료실
(한권으로 읽는)서양고사성어,오세경 [편역],석일사,1998,자료실
사랑의 고물학교,구로야나기 데쯔꼬 [지음] ; 홍차경 [옮김],태백의 책,1991,자료실
둥지잃은 파랑새,에밀 아자르 [지음] ; 김민준 [옮김],한보,1997,자료실
加耶史硏究,韓國古代史硏究會 [지음],慶尙北道,1995,자료실
유아의 초기언어학습,Peter A. de Villiers ; Jill G. de Villiers [지음] ; 곽덕영 [옮김],학문사,1995,2층 자료실
마음을 치유하는 79가지 지혜,레이첼 나오미 리멘 [지음] ; 채선영 [옮김],한국경제신문사,1997,2층 자료실
황금가지의 나라,박용숙,철학과현실사,1993,자료실
(재미있는)중용,서근석,풀잎,1993,2층 자료실
(기적의)매실요법,마쯔모도 코우사이 [지음] ; 유준태 [옮김],국일미디어,1993,2층 자료실
이야기 小學,최근덕,철학과현실사,1993,2층 자료실
화랑문화의 신연구,한국향토사연구전국협의회 [편],문덕사,1995,자료실
일곱가지 여성 콤플렉스,여성을 위한 모임 [지음],현암사,1994,자료실
상황 속의 미적분학,강현배...등[옮김],경문사,2004,자료실
예언자,칼릴 지브란 [지음] ; 강은교 [옮김],문예,1992,자료실
김소월 시감상,황헌필 [엮음],진화당,1989,자료실
어린왕자,생텍쥐페리,문예,1988,2층 자료실
키노의 여행. 1: the beautiful world,시구사와 케이이치 [지음] ; 황윤주 [옮김] ; 크로보시 코하쿠 [그림],대원씨아이,2003,자료실
크리스 크로스,타카하타 쿄이치로 [지음] ; 키가와 린 [그림] ; 김영종 [옮김],대원씨아이,2003,자료실
태평천하,채만식,창작과비평사,2000,자료실
세계 최고 知性 36人이 말하는 21세기의 세계. 下,A. Toffler...[등저] ; 시사영어사편집부 [역],시사영어사,2004,자료실
세계 최고 知性 36人이 말하는 21세기의 세계. 上,M.L. King...[등저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
더블린 사람들,James Joyce [원저] ; 김현격 [역],시사영어사,2004,자료실
프랭클린 자서전,Benjamin Franklin [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
서양의 지혜/그리스도교 입문,"Peter Milward, S.J. [원저] ; 시사영어사편집국 [역]",시사영어사,2004,자료실
쥐덫,Agatha Christie [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
러시아 단편 걸작선,A.S. Pushkin 외[저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
천로역정,John Bunyan [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
주 에수의 생애/크리스마스 캐롤,Charles Dickens [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
안네의 일기,Anne Frank [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
야간 비행,Antoine de Saint Exupery [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
현대 美詩選,Walt Whitman 外[저] ; 이일환 [편역],시사영어사,2004,자료실
첫사랑/잉여인간의 일기,Ivan S. Turgenev [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
톰 소여의 모험,Mark Twain [원저] ; 시사영어사편집부 [역],시사영어사,2004,자료실
사건의 핵심,Graham Greene [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
이반 데니소비치의 하루,Alesander Solzhenitsyn [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
분노의 포도,John E. Steinbeck [원저] ; 박경일 [역],시사영어사,2004,자료실
테스,Thomas hardy [원저] ; 안진수 [역],시사영어사,2004,자료실
해는 또 다시 떠오른다,Ernest M. Hemingway [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
위대한 개츠비,Francis Scott Fitzgerald [원저] ; 시사영어사편집부 [역],시사영어사,2004,자료실
야망의 계절. 下,Irwin Shaw [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
야망의 계절. 上,Irwin Shaw [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
선샤인,Norman Klein [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
알리샤의 일기 外,Thomas Hardy [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
영국 낭만시선,William Blake 외[지음] ; 조신권 [편역],시사영어사,2004,자료실
구토,Jean Paul Sartre [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
비 外,W.Somerset Maugham [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
행복한 왕자 外,Oscar Wilde [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
킬리만자로의 눈 外,Ernest M.Hemingway [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
영국 수필선,Alfred G.Gardiner...[등저] ; 김진만 [역],시사영어사,2004,자료실
셰익스피어 이야기,Charles Lamb ; Mary Lamb [공저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
꿈 속의 여인 外,William Wilkie Collins [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
독일 단편 걸작선,E.T.A.Hoffmann...[등저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
프랑스 단편 걸작선,H.Balzac ...[등저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
왕룽 外,Pearl S.Buck [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
슬픔이여 안녕,Francoise Sagan [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
키다리 아저씨,Jean Webster [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
호밀밭의 파수꾼,Heinrich Boell [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
그리고 아무말도 하지 않았다,Heinrich Boell [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
지킬 박사와 하이드씨,Robert Louis Stevenson [원저] ; 시상영어사편집국 [역],시사영어사,2004,자료실
허클베리 핀의 모험,Mark Twain [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
달과 6펜스,W.Somerset Maugham [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
소유냐 존재냐?,Erich Fromm [원저] ; 오제운 [역],시사영어사,2004,자료실
무기여 잘 있거라,Enerst M.Hemingway [원저] ; 김유조 [역],시사영어사,2004,자료실
인형의 집,Henrik Ibsen [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
자유로부터의 도피,Erich Fromm [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
오만과 편견,Jane Austen [원저] ; 박일충 [역],시사영어사,2004,자료실
역사 이야기,Jawaharlal Nehru [원저] ; 시사영어사편집국 [역],시시영어사,2004,자료실
권력과 영광,Graham Greene [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
채털리 부인의 사랑,David Herbert Lawrence [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
행복의 정복,Bertrand Russell [원저] ; 오제운 [역],시사영어사,2004,자료실
헉슬리 단편선,Aldous Huxley [원저] ; 김진만 [역],시사영어사,2004,자료실
갈매기 조나단,Richard Bach [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
유리 동물원,Tennessee Williams [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
제인 에어,Charlotte Bronte [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
파리대왕,William Golding [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
인간 희극,William Saroyan [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
사랑의 기술,Erich Fromm [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
야성의 절규,Jack London [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
욕망이라는 이름의 전차,Tennessee Williams [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
로렌스 단편선,David Herbert Lawrence [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
인간의 굴레,W.Somerset Maugham [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
역사란 무엇인가?,Edward Hallett Carr [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
맨스필드 단편선,Katherine Mansfield [저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
모비 딕,Herman Melville [원저] ; 박일충 [역],시사영어사,2004,자료실
현대 英詩選,Thomas Hardy [외저] ; 김종길 [편역],시사영어사,2004,자료실
셜록 홈즈 이야기,Arthur Conan Doyle [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
죠스,Peter Benchley [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
50가지 재미있는 이야기,James M.Baldwin [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
영국 단편 걸작선,Charles Dickens...[등저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
대지,Pearl S.Buck [원저] ; 시사영어사편집국 [역],시사영어사,2004,자료실
